PS C:\Users\Mingde\OneDrive\2023 Sp\INFO 550\Final project\myCode> & 'C:\ProgramData\Anaconda3\python.exe' pacman.py -p PacmanDQN -n 15200 -x 15000 -l mediumClassic
Training model
Episode No. 1361        | lose | Q(s,a) =  104.8921     | reward = -435.0       | epsilon = 0.8185
Episode No. 1362        | lose | Q(s,a) =  116.9629     | reward = -400.0       | epsilon = 0.8184
Episode No. 1363        | lose | Q(s,a) =  107.8567     | reward = -450.0       | epsilon = 0.8183
Episode No. 1364        | lose | Q(s,a) =  110.3759     | reward = -434.0       | epsilon = 0.8181
Episode No. 1365        | lose | Q(s,a) =  104.8927     | reward = -364.0       | epsilon = 0.8180
Episode No. 1366        | lose | Q(s,a) =  111.2912     | reward = -444.0       | epsilon = 0.8179
Episode No. 1367        | lose | Q(s,a) =  113.1313     | reward = -333.0       | epsilon = 0.8177
Episode No. 1368        | lose | Q(s,a) =  177.7371     | reward = -483.0       | epsilon = 0.8176
Episode No. 1369        | lose | Q(s,a) =  107.8904     | reward = -426.0       | epsilon = 0.8175
Episode No. 1370        | lose | Q(s,a) =  115.5240     | reward = -171.0       | epsilon = 0.8173
Episode No. 1371        | lose | Q(s,a) =  105.1284     | reward = -459.0       | epsilon = 0.8172
Episode No. 1372        | lose | Q(s,a) =  100.9630     | reward = -340.0       | epsilon = 0.8171
Episode No. 1373        | lose | Q(s,a) =  103.9840     | reward = -389.0       | epsilon = 0.8169
Episode No. 1374        | lose | Q(s,a) =  103.8469     | reward = -477.0       | epsilon = 0.8168
Episode No. 1375        | lose | Q(s,a) =  104.5337     | reward = -364.0       | epsilon = 0.8167
Episode No. 1376        | lose | Q(s,a) =  102.4541     | reward = -472.0       | epsilon = 0.8165
Episode No. 1377        | lose | Q(s,a) =  112.0831     | reward = -223.0       | epsilon = 0.8164
Episode No. 1378        | lose | Q(s,a) =  109.5668     | reward = -440.0       | epsilon = 0.8163
Episode No. 1379        | lose | Q(s,a) =  108.2057     | reward = -372.0       | epsilon = 0.8161
Episode No. 1380        | lose | Q(s,a) =  106.3899     | reward = -400.0       | epsilon = 0.8160
Episode No. 1381        | lose | Q(s,a) =  112.3776     | reward = -472.0       | epsilon = 0.8159
Episode No. 1382        | lose | Q(s,a) =  111.2509     | reward = -360.0       | epsilon = 0.8157
Episode No. 1383        | lose | Q(s,a) =  108.1255     | reward = -356.0       | epsilon = 0.8156
Episode No. 1384        | lose | Q(s,a) =  111.4367     | reward = -390.0       | epsilon = 0.8155
Episode No. 1385        | lose | Q(s,a) =  102.6891     | reward = -410.0       | epsilon = 0.8153
Episode No. 1386        | lose | Q(s,a) =  113.8893     | reward = -403.0       | epsilon = 0.8152
Episode No. 1387        | lose | Q(s,a) =  173.6165     | reward = -379.0       | epsilon = 0.8151
Episode No. 1388        | lose | Q(s,a) =  114.7853     | reward = -441.0       | epsilon = 0.8149
Episode No. 1389        | lose | Q(s,a) =  111.5613     | reward = -458.0       | epsilon = 0.8148
Episode No. 1390        | lose | Q(s,a) =  103.7027     | reward = -393.0       | epsilon = 0.8147
Episode No. 1391        | lose | Q(s,a) =  108.0423     | reward = -424.0       | epsilon = 0.8145
Episode No. 1392        | lose | Q(s,a) =  112.0223     | reward = -381.0       | epsilon = 0.8144
Episode No. 1393        | lose | Q(s,a) =  110.3209     | reward = -307.0       | epsilon = 0.8143
Episode No. 1394        | lose | Q(s,a) =  102.5591     | reward = -398.0       | epsilon = 0.8141
Episode No. 1395        | lose | Q(s,a) =  111.3379     | reward = -436.0       | epsilon = 0.8140
Episode No. 1396        | lose | Q(s,a) =  102.7594     | reward = -409.0       | epsilon = 0.8139
Episode No. 1397        | lose | Q(s,a) =  111.5313     | reward = -279.0       | epsilon = 0.8137
Episode No. 1398        | lose | Q(s,a) =  114.8214     | reward = -424.0       | epsilon = 0.8136
Episode No. 1399        | lose | Q(s,a) =  111.4445     | reward = -475.0       | epsilon = 0.8135
Episode No. 1400        | lose | Q(s,a) =  103.2026     | reward = -437.0       | epsilon = 0.8133
------------------------------------Network Saved--------------------------------------
Episode No. 1401        | lose | Q(s,a) =  110.9314     | reward = -292.0       | epsilon = 0.8132
Episode No. 1402        | lose | Q(s,a) =  118.6887     | reward = -263.0       | epsilon = 0.8131
Episode No. 1403        | lose | Q(s,a) =  109.2411     | reward = -436.0       | epsilon = 0.8129
Episode No. 1404        | lose | Q(s,a) =  196.7919     | reward = -409.0       | epsilon = 0.8128
Episode No. 1405        | lose | Q(s,a) =  113.8946     | reward = -134.0       | epsilon = 0.8127
Episode No. 1406        | lose | Q(s,a) =  116.3256     | reward = -463.0       | epsilon = 0.8125
Episode No. 1407        | lose | Q(s,a) =  140.4707     | reward = -427.0       | epsilon = 0.8124
Episode No. 1408        | lose | Q(s,a) =  112.3873     | reward = -429.0       | epsilon = 0.8123
Episode No. 1409        | lose | Q(s,a) =  112.9431     | reward = -223.0       | epsilon = 0.8121
Episode No. 1410        | lose | Q(s,a) =  113.5466     | reward = -271.0       | epsilon = 0.8120
Episode No. 1411        | lose | Q(s,a) =  150.4916     | reward = -434.0       | epsilon = 0.8119
Episode No. 1412        | lose | Q(s,a) =  114.6069     | reward = -213.0       | epsilon = 0.8117
Episode No. 1413        | lose | Q(s,a) =  112.4461     | reward = -362.0       | epsilon = 0.8116
Episode No. 1414        | lose | Q(s,a) =  104.5209     | reward = -436.0       | epsilon = 0.8115
Episode No. 1415        | lose | Q(s,a) =  112.1899     | reward = -361.0       | epsilon = 0.8113
Episode No. 1416        | lose | Q(s,a) =  111.4357     | reward = -454.0       | epsilon = 0.8112
Episode No. 1417        | lose | Q(s,a) =  107.8486     | reward = -125.0       | epsilon = 0.8111
Episode No. 1418        | lose | Q(s,a) =  112.0351     | reward = -200.0       | epsilon = 0.8109
Episode No. 1419        | lose | Q(s,a) =  120.8045     | reward = -432.0       | epsilon = 0.8108
Episode No. 1420        | lose | Q(s,a) =  113.3521     | reward = -164.0       | epsilon = 0.8107
Episode No. 1421        | lose | Q(s,a) =  111.0535     | reward = -321.0       | epsilon = 0.8105
Episode No. 1422        | lose | Q(s,a) =  123.8808     | reward = -214.0       | epsilon = 0.8104
Episode No. 1423        | lose | Q(s,a) =  126.4156     | reward = -340.0       | epsilon = 0.8103
Episode No. 1424        | lose | Q(s,a) =  117.3047     | reward = -387.0       | epsilon = 0.8101
Episode No. 1425        | lose | Q(s,a) =  109.1410     | reward = -433.0       | epsilon = 0.8100
Episode No. 1426        | lose | Q(s,a) =  105.3914     | reward = -495.0       | epsilon = 0.8099
Episode No. 1427        | lose | Q(s,a) =  125.7009     | reward = -272.0       | epsilon = 0.8097
Episode No. 1428        | lose | Q(s,a) =  109.5084     | reward = -451.0       | epsilon = 0.8096
Episode No. 1429        | lose | Q(s,a) =  113.8675     | reward = -310.0       | epsilon = 0.8095
Episode No. 1430        | lose | Q(s,a) =  113.9288     | reward = -351.0       | epsilon = 0.8093
Episode No. 1431        | lose | Q(s,a) =  118.9312     | reward = -379.0       | epsilon = 0.8092
Episode No. 1432        | lose | Q(s,a) =  115.2767     | reward = -451.0       | epsilon = 0.8091
Episode No. 1433        | lose | Q(s,a) =  112.0336     | reward = -159.0       | epsilon = 0.8089
Episode No. 1434        | lose | Q(s,a) =  106.0763     | reward = -233.0       | epsilon = 0.8088
Episode No. 1435        | lose | Q(s,a) =  118.2019     | reward = -404.0       | epsilon = 0.8087
Episode No. 1436        | lose | Q(s,a) =  113.8096     | reward = -398.0       | epsilon = 0.8085
Episode No. 1437        | lose | Q(s,a) =  115.5419     | reward = -404.0       | epsilon = 0.8084
Episode No. 1438        | lose | Q(s,a) =  122.3521     | reward = -286.0       | epsilon = 0.8083
Episode No. 1439        | lose | Q(s,a) =  127.0821     | reward = -378.0       | epsilon = 0.8081
Episode No. 1440        | lose | Q(s,a) =  103.6923     | reward = -368.0       | epsilon = 0.8080
Episode No. 1441        | lose | Q(s,a) =  117.4928     | reward = -442.0       | epsilon = 0.8079
Episode No. 1442        | lose | Q(s,a) =  114.5341     | reward = -344.0       | epsilon = 0.8077
Episode No. 1443        | lose | Q(s,a) =  111.4768     | reward = -482.0       | epsilon = 0.8076
Episode No. 1444        | lose | Q(s,a) =  108.4876     | reward = -365.0       | epsilon = 0.8075
Episode No. 1445        | lose | Q(s,a) =  108.9742     | reward = -426.0       | epsilon = 0.8073
Episode No. 1446        | lose | Q(s,a) =  105.5980     | reward = -296.0       | epsilon = 0.8072
Episode No. 1447        | lose | Q(s,a) =  125.1224     | reward = -327.0       | epsilon = 0.8071
Episode No. 1448        | lose | Q(s,a) =  113.5215     | reward = -376.0       | epsilon = 0.8069
Episode No. 1449        | lose | Q(s,a) =  112.0061     | reward = -384.0       | epsilon = 0.8068
Episode No. 1450        | lose | Q(s,a) =  115.3020     | reward = -339.0       | epsilon = 0.8067
Episode No. 1451        | lose | Q(s,a) =  115.3191     | reward = -309.0       | epsilon = 0.8065
Episode No. 1452        | lose | Q(s,a) =  127.9855     | reward = -425.0       | epsilon = 0.8064
Episode No. 1453        | lose | Q(s,a) =  105.3728     | reward = -356.0       | epsilon = 0.8063
Episode No. 1454        | lose | Q(s,a) =  113.6316     | reward = -469.0       | epsilon = 0.8061
Episode No. 1455        | lose | Q(s,a) =  114.4502     | reward = -380.0       | epsilon = 0.8060
Episode No. 1456        | lose | Q(s,a) =  116.4150     | reward = -452.0       | epsilon = 0.8059
Episode No. 1457        | lose | Q(s,a) =  117.1280     | reward = -417.0       | epsilon = 0.8057
Episode No. 1458        | lose | Q(s,a) =  117.8958     | reward = -191.0       | epsilon = 0.8056
Episode No. 1459        | lose | Q(s,a) =  114.8740     | reward = -328.0       | epsilon = 0.8055
Episode No. 1460        | lose | Q(s,a) =  117.9279     | reward = -453.0       | epsilon = 0.8053
Episode No. 1461        | lose | Q(s,a) =  109.3774     | reward = -372.0       | epsilon = 0.8052
Episode No. 1462        | lose | Q(s,a) =  114.4205     | reward = -331.0       | epsilon = 0.8051
Episode No. 1463        | lose | Q(s,a) =  114.1579     | reward = -405.0       | epsilon = 0.8049
Episode No. 1464        | lose | Q(s,a) =  114.6136     | reward = -468.0       | epsilon = 0.8048
Episode No. 1465        | lose | Q(s,a) =  120.6321     | reward = -324.0       | epsilon = 0.8047
Episode No. 1466        | lose | Q(s,a) =  114.8824     | reward = -265.0       | epsilon = 0.8045
Episode No. 1467        | lose | Q(s,a) =  108.0093     | reward = -383.0       | epsilon = 0.8044
Episode No. 1468        | lose | Q(s,a) =  111.6858     | reward = -338.0       | epsilon = 0.8043
Episode No. 1469        | lose | Q(s,a) =  116.9512     | reward = -476.0       | epsilon = 0.8041
Episode No. 1470        | lose | Q(s,a) =  109.7331     | reward = -283.0       | epsilon = 0.8040
Episode No. 1471        | lose | Q(s,a) =  108.7090     | reward = -375.0       | epsilon = 0.8039
Episode No. 1472        | lose | Q(s,a) =  110.4226     | reward = -216.0       | epsilon = 0.8037
Episode No. 1473        | lose | Q(s,a) =  118.2977     | reward = -448.0       | epsilon = 0.8036
Episode No. 1474        | lose | Q(s,a) =  115.4811     | reward = -279.0       | epsilon = 0.8035
Episode No. 1475        | lose | Q(s,a) =  116.0833     | reward = -395.0       | epsilon = 0.8033
Episode No. 1476        | lose | Q(s,a) =  104.2001     | reward = -433.0       | epsilon = 0.8032
Episode No. 1477        | lose | Q(s,a) =  108.9735     | reward = -466.0       | epsilon = 0.8031
Episode No. 1478        | lose | Q(s,a) =  115.0618     | reward = -380.0       | epsilon = 0.8029
Episode No. 1479        | lose | Q(s,a) =  110.6402     | reward = -428.0       | epsilon = 0.8028
Episode No. 1480        | lose | Q(s,a) =  113.3774     | reward = -323.0       | epsilon = 0.8027
Episode No. 1481        | lose | Q(s,a) =  107.4041     | reward = -399.0       | epsilon = 0.8025
Episode No. 1482        | lose | Q(s,a) =  111.9310     | reward = -369.0       | epsilon = 0.8024
Episode No. 1483        | lose | Q(s,a) =  114.4271     | reward = -189.0       | epsilon = 0.8023
Episode No. 1484        | lose | Q(s,a) =  111.0411     | reward = -382.0       | epsilon = 0.8021
Episode No. 1485        | lose | Q(s,a) =  115.7986     | reward = -325.0       | epsilon = 0.8020
Episode No. 1486        | lose | Q(s,a) =  109.5464     | reward = -442.0       | epsilon = 0.8019
Episode No. 1487        | lose | Q(s,a) =  123.0894     | reward = -400.0       | epsilon = 0.8017
Episode No. 1488        | lose | Q(s,a) =  109.4988     | reward = -336.0       | epsilon = 0.8016
Episode No. 1489        | lose | Q(s,a) =  117.2747     | reward = -281.0       | epsilon = 0.8015
Episode No. 1490        | lose | Q(s,a) =  134.3967     | reward = -277.0       | epsilon = 0.8013
Episode No. 1491        | lose | Q(s,a) =  115.7335     | reward = -274.0       | epsilon = 0.8012
Episode No. 1492        | lose | Q(s,a) =  110.5760     | reward = -373.0       | epsilon = 0.8011
Episode No. 1493        | lose | Q(s,a) =  116.1624     | reward = -458.0       | epsilon = 0.8009
Episode No. 1494        | lose | Q(s,a) =  116.2075     | reward = -349.0       | epsilon = 0.8008
Episode No. 1495        | lose | Q(s,a) =  114.8915     | reward = -400.0       | epsilon = 0.8007
Episode No. 1496        | lose | Q(s,a) =  113.0072     | reward = -149.0       | epsilon = 0.8005
Episode No. 1497        | lose | Q(s,a) =  139.0793     | reward = -409.0       | epsilon = 0.8004
Episode No. 1498        | lose | Q(s,a) =  115.3087     | reward = -364.0       | epsilon = 0.8003
Episode No. 1499        | lose | Q(s,a) =  118.1215     | reward = -250.0       | epsilon = 0.8001
Episode No. 1500        | lose | Q(s,a) =  114.0548     | reward = -402.0       | epsilon = 0.8000
------------------------------------Network Saved--------------------------------------
Episode No. 1501        | lose | Q(s,a) =  108.3162     | reward = -460.0       | epsilon = 0.7999
Episode No. 1502        | lose | Q(s,a) =  118.8315     | reward = -416.0       | epsilon = 0.7997
Episode No. 1503        | lose | Q(s,a) =  116.7690     | reward = -392.0       | epsilon = 0.7996
Episode No. 1504        | lose | Q(s,a) =  118.3398     | reward = -380.0       | epsilon = 0.7995
Episode No. 1505        | lose | Q(s,a) =  112.0531     | reward = -392.0       | epsilon = 0.7993
Episode No. 1506        | lose | Q(s,a) =  115.2197     | reward = -247.0       | epsilon = 0.7992
Episode No. 1507        | lose | Q(s,a) =  117.9237     | reward = -329.0       | epsilon = 0.7991
Episode No. 1508        | lose | Q(s,a) =  125.2412     | reward = -250.0       | epsilon = 0.7989
Episode No. 1509        | lose | Q(s,a) =  131.5102     | reward = -381.0       | epsilon = 0.7988
Episode No. 1510        | lose | Q(s,a) =  113.7187     | reward = -480.0       | epsilon = 0.7987
Episode No. 1511        | lose | Q(s,a) =  112.5065     | reward = -389.0       | epsilon = 0.7985
Episode No. 1512        | lose | Q(s,a) =  121.0454     | reward = -265.0       | epsilon = 0.7984
Episode No. 1513        | lose | Q(s,a) =  113.1209     | reward = -392.0       | epsilon = 0.7983
Episode No. 1514        | lose | Q(s,a) =  131.4085     | reward = -376.0       | epsilon = 0.7981
Episode No. 1515        | lose | Q(s,a) =  113.9532     | reward = -415.0       | epsilon = 0.7980
Episode No. 1516        | lose | Q(s,a) =  110.6655     | reward = -383.0       | epsilon = 0.7979
Episode No. 1517        | lose | Q(s,a) =  115.1393     | reward = -390.0       | epsilon = 0.7977
Episode No. 1518        | lose | Q(s,a) =  131.0873     | reward = -481.0       | epsilon = 0.7976
Episode No. 1519        | lose | Q(s,a) =  112.4292     | reward = -383.0       | epsilon = 0.7975
Episode No. 1520        | lose | Q(s,a) =  114.6612     | reward = -483.0       | epsilon = 0.7973
Episode No. 1521        | lose | Q(s,a) =  114.1472     | reward = -331.0       | epsilon = 0.7972
Episode No. 1522        | lose | Q(s,a) =  111.1335     | reward = -216.0       | epsilon = 0.7971
Episode No. 1523        | lose | Q(s,a) =  132.4788     | reward = -103.0       | epsilon = 0.7969
Episode No. 1524        | lose | Q(s,a) =  114.1715     | reward = -296.0       | epsilon = 0.7968
Episode No. 1525        | lose | Q(s,a) =  111.3096     | reward = -451.0       | epsilon = 0.7967
Episode No. 1526        | lose | Q(s,a) =  113.3258     | reward = -371.0       | epsilon = 0.7965
Episode No. 1527        | lose | Q(s,a) =  109.9167     | reward = -462.0       | epsilon = 0.7964
Episode No. 1528        | lose | Q(s,a) =  111.2772     | reward = -426.0       | epsilon = 0.7963
Episode No. 1529        | lose | Q(s,a) =  118.6998     | reward = -274.0       | epsilon = 0.7961
Episode No. 1530        | lose | Q(s,a) =  145.6092     | reward = -200.0       | epsilon = 0.7960
Episode No. 1531        | lose | Q(s,a) =  112.0010     | reward = -453.0       | epsilon = 0.7959
Episode No. 1532        | lose | Q(s,a) =  117.9954     | reward = -369.0       | epsilon = 0.7957
Episode No. 1533        | lose | Q(s,a) =  115.3899     | reward = -383.0       | epsilon = 0.7956
Episode No. 1534        | lose | Q(s,a) =  133.3288     | reward = -241.0       | epsilon = 0.7955
Episode No. 1535        | lose | Q(s,a) =  113.0085     | reward = -391.0       | epsilon = 0.7953
Episode No. 1536        | lose | Q(s,a) =  110.5552     | reward = -451.0       | epsilon = 0.7952
Episode No. 1537        | lose | Q(s,a) =  111.0907     | reward = -364.0       | epsilon = 0.7951
Episode No. 1538        | lose | Q(s,a) =  147.9884     | reward = -329.0       | epsilon = 0.7949
Episode No. 1539        | lose | Q(s,a) =  138.1574     | reward = -485.0       | epsilon = 0.7948
Episode No. 1540        | lose | Q(s,a) =  140.5337     | reward = -452.0       | epsilon = 0.7947
Episode No. 1541        | lose | Q(s,a) =  109.3715     | reward = -365.0       | epsilon = 0.7945
Episode No. 1542        | lose | Q(s,a) =  120.6190     | reward = -477.0       | epsilon = 0.7944
Episode No. 1543        | lose | Q(s,a) =  112.6508     | reward = -377.0       | epsilon = 0.7943
Episode No. 1544        | lose | Q(s,a) =  117.1723     | reward = -406.0       | epsilon = 0.7941
Episode No. 1545        | lose | Q(s,a) =  117.7874     | reward = -429.0       | epsilon = 0.7940
Episode No. 1546        | lose | Q(s,a) =  115.2287     | reward = -387.0       | epsilon = 0.7939
Episode No. 1547        | lose | Q(s,a) =  110.1045     | reward = -438.0       | epsilon = 0.7937
Episode No. 1548        | lose | Q(s,a) =  119.7634     | reward = -276.0       | epsilon = 0.7936
Episode No. 1549        | lose | Q(s,a) =  117.5216     | reward = -257.0       | epsilon = 0.7935
Episode No. 1550        | lose | Q(s,a) =  111.9500     | reward = -340.0       | epsilon = 0.7933
Episode No. 1551        | lose | Q(s,a) =  116.5730     | reward = -397.0       | epsilon = 0.7932
Episode No. 1552        | lose | Q(s,a) =  135.8874     | reward = -228.0       | epsilon = 0.7931
Episode No. 1553        | lose | Q(s,a) =  109.5710     | reward = -466.0       | epsilon = 0.7929
Episode No. 1554        | lose | Q(s,a) =  109.7035     | reward = -498.0       | epsilon = 0.7928
Episode No. 1555        | lose | Q(s,a) =  116.7448     | reward = -420.0       | epsilon = 0.7927
Episode No. 1556        | lose | Q(s,a) =  127.9824     | reward = -420.0       | epsilon = 0.7925
Episode No. 1557        | lose | Q(s,a) =  109.1632     | reward = -350.0       | epsilon = 0.7924
Episode No. 1558        | lose | Q(s,a) =  114.1155     | reward = -450.0       | epsilon = 0.7923
Episode No. 1559        | lose | Q(s,a) =  111.1985     | reward = -380.0       | epsilon = 0.7921
Episode No. 1560        | lose | Q(s,a) =  114.7484     | reward = -445.0       | epsilon = 0.7920
Episode No. 1561        | lose | Q(s,a) =  124.0822     | reward = -138.0       | epsilon = 0.7919
Episode No. 1562        | lose | Q(s,a) =  125.3391     | reward = -78.0        | epsilon = 0.7917
Episode No. 1563        | lose | Q(s,a) =  135.6206     | reward = -341.0       | epsilon = 0.7916
Episode No. 1564        | lose | Q(s,a) =  112.2966     | reward = -478.0       | epsilon = 0.7915
Episode No. 1565        | lose | Q(s,a) =  119.5739     | reward = -436.0       | epsilon = 0.7913
Episode No. 1566        | lose | Q(s,a) =  111.8110     | reward = -307.0       | epsilon = 0.7912
Episode No. 1567        | lose | Q(s,a) =  114.1024     | reward = -270.0       | epsilon = 0.7911
Episode No. 1568        | lose | Q(s,a) =  113.9777     | reward = -406.0       | epsilon = 0.7909
Episode No. 1569        | lose | Q(s,a) =  116.4772     | reward = -323.0       | epsilon = 0.7908
Episode No. 1570        | lose | Q(s,a) =  113.9540     | reward = -472.0       | epsilon = 0.7907
Episode No. 1571        | lose | Q(s,a) =  114.0070     | reward = -387.0       | epsilon = 0.7905
Episode No. 1572        | lose | Q(s,a) =  114.1246     | reward = -346.0       | epsilon = 0.7904
Episode No. 1573        | lose | Q(s,a) =  158.4929     | reward = -475.0       | epsilon = 0.7903
Episode No. 1574        | lose | Q(s,a) =  114.2394     | reward = -402.0       | epsilon = 0.7901
Episode No. 1575        | lose | Q(s,a) =  111.1984     | reward = -397.0       | epsilon = 0.7900
Episode No. 1576        | lose | Q(s,a) =  115.3864     | reward = -424.0       | epsilon = 0.7899
Episode No. 1577        | lose | Q(s,a) =  116.0399     | reward = -436.0       | epsilon = 0.7897
Episode No. 1578        | lose | Q(s,a) =  112.3565     | reward = -376.0       | epsilon = 0.7896
Episode No. 1579        | lose | Q(s,a) =  113.6078     | reward = -229.0       | epsilon = 0.7895
Episode No. 1580        | lose | Q(s,a) =  161.1286     | reward = -277.0       | epsilon = 0.7893
Episode No. 1581        | lose | Q(s,a) =  133.5079     | reward = -207.0       | epsilon = 0.7892
Episode No. 1582        | lose | Q(s,a) =  115.5370     | reward = -340.0       | epsilon = 0.7891
Episode No. 1583        | lose | Q(s,a) =  133.6483     | reward = -414.0       | epsilon = 0.7889
Episode No. 1584        | lose | Q(s,a) =  117.7145     | reward = -228.0       | epsilon = 0.7888
Episode No. 1585        | lose | Q(s,a) =  125.3690     | reward = -275.0       | epsilon = 0.7887
Episode No. 1586        | lose | Q(s,a) =  114.7389     | reward = -427.0       | epsilon = 0.7885
Episode No. 1587        | lose | Q(s,a) =  116.3646     | reward = -364.0       | epsilon = 0.7884
Episode No. 1588        | lose | Q(s,a) =  115.3301     | reward = -190.0       | epsilon = 0.7883
Episode No. 1589        | lose | Q(s,a) =  117.1085     | reward = -271.0       | epsilon = 0.7881
Episode No. 1590        | lose | Q(s,a) =  114.7086     | reward = -237.0       | epsilon = 0.7880
Episode No. 1591        | lose | Q(s,a) =  110.6519     | reward = -457.0       | epsilon = 0.7879
Episode No. 1592        | lose | Q(s,a) =  106.6140     | reward = -281.0       | epsilon = 0.7877
Episode No. 1593        | lose | Q(s,a) =  114.4756     | reward = -296.0       | epsilon = 0.7876
Episode No. 1594        | lose | Q(s,a) =  115.9855     | reward = -480.0       | epsilon = 0.7875
Episode No. 1595        | lose | Q(s,a) =  116.0075     | reward = -313.0       | epsilon = 0.7873
Episode No. 1596        | lose | Q(s,a) =  109.8300     | reward = -419.0       | epsilon = 0.7872
Episode No. 1597        | lose | Q(s,a) =  110.7211     | reward = -415.0       | epsilon = 0.7871
Episode No. 1598        | lose | Q(s,a) =  148.7844     | reward = -215.0       | epsilon = 0.7869
Episode No. 1599        | lose | Q(s,a) =  111.7791     | reward = -456.0       | epsilon = 0.7868
Episode No. 1600        | lose | Q(s,a) =  112.1498     | reward = -431.0       | epsilon = 0.7867
------------------------------------Network Saved--------------------------------------
Episode No. 1601        | lose | Q(s,a) =  115.2243     | reward = -411.0       | epsilon = 0.7865
Episode No. 1602        | lose | Q(s,a) =  124.9313     | reward = -381.0       | epsilon = 0.7864
Episode No. 1603        | lose | Q(s,a) =  119.1167     | reward = -424.0       | epsilon = 0.7863
Episode No. 1604        | lose | Q(s,a) =  170.0384     | reward = -246.0       | epsilon = 0.7861
Episode No. 1605        | lose | Q(s,a) =  119.1728     | reward = -416.0       | epsilon = 0.7860
Episode No. 1606        | lose | Q(s,a) =  123.3876     | reward = -170.0       | epsilon = 0.7859
Episode No. 1607        | lose | Q(s,a) =  124.5192     | reward = -407.0       | epsilon = 0.7857
Episode No. 1608        | lose | Q(s,a) =  117.7554     | reward = -302.0       | epsilon = 0.7856
Episode No. 1609        | lose | Q(s,a) =  133.6887     | reward = -354.0       | epsilon = 0.7855
Episode No. 1610        | lose | Q(s,a) =  118.5115     | reward = -246.0       | epsilon = 0.7853
Episode No. 1611        | lose | Q(s,a) =  118.3686     | reward = -371.0       | epsilon = 0.7852
Episode No. 1612        | lose | Q(s,a) =  119.1680     | reward = -365.0       | epsilon = 0.7851
Episode No. 1613        | lose | Q(s,a) =  137.3762     | reward = -332.0       | epsilon = 0.7849
Episode No. 1614        | lose | Q(s,a) =  122.1661     | reward = -457.0       | epsilon = 0.7848
Episode No. 1615        | lose | Q(s,a) =  159.3928     | reward = -444.0       | epsilon = 0.7847
Episode No. 1616        | lose | Q(s,a) =  186.2860     | reward = -464.0       | epsilon = 0.7845
Episode No. 1617        | lose | Q(s,a) =  119.0930     | reward = 2.0  | epsilon = 0.7844
Episode No. 1618        | lose | Q(s,a) =  118.6515     | reward = -331.0       | epsilon = 0.7843
Episode No. 1619        | lose | Q(s,a) =  117.3620     | reward = -428.0       | epsilon = 0.7841
Episode No. 1620        | lose | Q(s,a) =  120.4267     | reward = -475.0       | epsilon = 0.7840
Episode No. 1621        | lose | Q(s,a) =  123.1529     | reward = -184.0       | epsilon = 0.7839
Episode No. 1622        | lose | Q(s,a) =  136.3318     | reward = -372.0       | epsilon = 0.7837
Episode No. 1623        | lose | Q(s,a) =  116.3031     | reward = -404.0       | epsilon = 0.7836
Episode No. 1624        | lose | Q(s,a) =  119.3330     | reward = -475.0       | epsilon = 0.7835
Episode No. 1625        | lose | Q(s,a) =  113.9910     | reward = -435.0       | epsilon = 0.7833
Episode No. 1626        | lose | Q(s,a) =  129.7335     | reward = -416.0       | epsilon = 0.7832
Episode No. 1627        | lose | Q(s,a) =  115.6542     | reward = -348.0       | epsilon = 0.7831
Episode No. 1628        | lose | Q(s,a) =  121.8769     | reward = -325.0       | epsilon = 0.7829
Episode No. 1629        | lose | Q(s,a) =  120.3145     | reward = -235.0       | epsilon = 0.7828
Episode No. 1630        | lose | Q(s,a) =  114.4941     | reward = -453.0       | epsilon = 0.7827
Episode No. 1631        | lose | Q(s,a) =  122.4533     | reward = -120.0       | epsilon = 0.7825
Episode No. 1632        | lose | Q(s,a) =  120.3462     | reward = -378.0       | epsilon = 0.7824
Episode No. 1633        | lose | Q(s,a) =  121.6754     | reward = -408.0       | epsilon = 0.7823
Episode No. 1634        | lose | Q(s,a) =  121.4496     | reward = -147.0       | epsilon = 0.7821
Episode No. 1635        | lose | Q(s,a) =  121.0307     | reward = -285.0       | epsilon = 0.7820
Episode No. 1636        | lose | Q(s,a) =  123.4486     | reward = -316.0       | epsilon = 0.7819
Episode No. 1637        | lose | Q(s,a) =  114.1116     | reward = -416.0       | epsilon = 0.7817
Episode No. 1638        | lose | Q(s,a) =  119.5800     | reward = -295.0       | epsilon = 0.7816
Episode No. 1639        | lose | Q(s,a) =  123.7941     | reward = -337.0       | epsilon = 0.7815
Episode No. 1640        | lose | Q(s,a) =  125.2249     | reward = -455.0       | epsilon = 0.7813
Episode No. 1641        | lose | Q(s,a) =  143.3343     | reward = -481.0       | epsilon = 0.7812
Episode No. 1642        | lose | Q(s,a) =  119.9823     | reward = -412.0       | epsilon = 0.7811
Episode No. 1643        | lose | Q(s,a) =  120.4859     | reward = -214.0       | epsilon = 0.7809
Episode No. 1644        | lose | Q(s,a) =  116.9314     | reward = -259.0       | epsilon = 0.7808
Episode No. 1645        | lose | Q(s,a) =  114.9590     | reward = -409.0       | epsilon = 0.7807
Episode No. 1646        | lose | Q(s,a) =  118.9475     | reward = -348.0       | epsilon = 0.7805
Episode No. 1647        | lose | Q(s,a) =  126.3288     | reward = -397.0       | epsilon = 0.7804
Episode No. 1648        | lose | Q(s,a) =  124.5945     | reward = -368.0       | epsilon = 0.7803
